epoch,train_loss,val_mcc,val_f1,val_precision,val_recall,val_thr,val_prob_mean,val_prob_std
19,0.5066802402337393,0.4034192999501432,0.7338329170135998,0.6941454449986874,0.7783338239623196,0.4839775264263153,0.5166654020693949,0.25403468573915183
20,0.5047044023579242,0.40026431452979605,0.7452004701580254,0.6697183098591549,0.8398586988519282,0.4053276777267456,0.5014326243740698,0.2558716785702288
21,0.5045473622340783,0.4038402474551073,0.7444811632518176,0.6756238003838771,0.8289667353547248,0.4247269928455353,0.5076127254627039,0.2556534287362165
22,0.503217909265967,0.4110336054779223,0.7447721179624665,0.6837312330790056,0.817780394465705,0.47482770681381226,0.5331234833212082,0.2595852335326597
23,0.5015795622386184,0.4031256314901937,0.7380465876583572,0.6868661257606491,0.7974683544303798,0.4587996304035187,0.5121735822989575,0.26349659092134053
24,0.5001990795135498,0.40872405990951666,0.7441798233877442,0.6821192052980133,0.8186635266411539,0.4632245898246765,0.5266079156178373,0.25945530603205663
25,0.49871740913858603,0.40744803280451625,0.7366675877314175,0.6940900807081489,0.7848101265822784,0.4370400607585907,0.49064792946057134,0.2621658444820472
26,0.49694647683816795,0.41140099463491725,0.7389746416758545,0.6947395698367452,0.7892257874595231,0.46662649512290955,0.5134902580372129,0.2607927922398499
27,0.4957441629147997,0.40760140175693615,0.7547826086956522,0.6529120997206104,0.8943185163379452,0.336479127407074,0.49624961651774196,0.26308705091683837
28,0.4947598582389308,0.4132650434101814,0.7340950768796728,0.7047670639219935,0.7659699735060347,0.47462040185928345,0.5037712892659022,0.2606769948008794
29,0.492791927912656,0.40970813354685554,0.7346482025458106,0.6998933901918977,0.7730350309096261,0.4631044268608093,0.5018544440896241,0.2673625821031713
30,0.4917382241464129,0.41451175153457503,0.7389435741023153,0.6983752620545073,0.7845157491904622,0.44794362783432007,0.492874026412224,0.26599835664981175
31,0.49085216428719314,0.41271202547638464,0.7385467128027682,0.696969696969697,0.7853988813659111,0.467827171087265,0.5115839311689474,0.26489973039276443
32,0.48966371019681293,0.4154143869996896,0.734220209453722,0.7070046334150994,0.7636149543715043,0.4950482249259949,0.516934086076499,0.2624169855561802
33,0.48875317152808695,0.4157631563324462,0.747867803837953,0.6832237643048454,0.8260229614365616,0.42436838150024414,0.5060435074495331,0.26730723761362557
34,0.48586400817422304,0.4156277756560647,0.7458950201884252,0.6870815769898339,0.8157197527229909,0.42208173871040344,0.5013380214896491,0.26741523949635243
35,0.48611463577139613,0.4112508137783306,0.7536820721178263,0.6626479124804644,0.8737120989108037,0.3804556131362915,0.5113562321707611,0.2648110496004588
36,0.48403535637201045,0.4184168695017463,0.7397717784581131,0.7015043547110056,0.782455107447748,0.4652523994445801,0.5060952851988753,0.2681915140455844
37,0.4835943614735323,0.4190643800052908,0.7382587971400534,0.7047644539614561,0.7750956726523403,0.46575918793678284,0.5022971731475334,0.2678541342849035
38,0.4822441082374722,0.417817517234989,0.7444520081688223,0.6925025329280649,0.8048277892257875,0.4487515091896057,0.509975495175537,0.26924899381219
39,0.4798489388297586,0.4187361616263446,0.7487987186332087,0.684981684981685,0.8257285840447454,0.4481866955757141,0.5271042947304644,0.268759556938069
40,0.4797399429713978,0.42134090062365026,0.7453229550730576,0.695109526235354,0.803355902266706,0.4548322558403015,0.515591267331585,0.2717030538715269
41,0.47793835693714665,0.4213290534384536,0.7354489824960865,0.7118457300275483,0.7606711804533411,0.46930667757987976,0.4964808599605971,0.27181472782341426
42,0.47679534846661137,0.42128850180982336,0.7465037338764426,0.6927923387096774,0.8092434501030321,0.41500380635261536,0.4953504971935734,0.274090300496452
43,0.4753456495556177,0.4163325147140854,0.7406793703396852,0.6975292587776333,0.7895201648513395,0.4600410759449005,0.5119085148439335,0.2764664306737648
44,0.47570903394736497,0.42734402144733824,0.7441666666666666,0.7044438601104391,0.7886370326758905,0.4499501585960388,0.5044135478845541,0.2716883334250693
45,0.47516144256965787,0.4238111285015998,0.7515296621441874,0.6855132249454016,0.8316161318810715,0.4057249426841736,0.4993692263882071,0.2700110505211473
46,0.47147001939661365,0.4234630667295194,0.7506344330172299,0.687041564792176,0.8272004710038269,0.44611209630966187,0.5282664070755863,0.2760961672752798
47,0.472469184328528,0.4212894645094337,0.7451837682743544,0.6953085160632331,0.8027671474830733,0.4675901234149933,0.5267685057396266,0.2766952076910407
48,0.47020451227823895,0.4248526365760624,0.7486804709703613,0.6928857715430862,0.8142478657639093,0.43740764260292053,0.5124628491648341,0.2765809320203922
49,0.46810753438986985,0.4294045140161379,0.7344338256588474,0.7227130236534626,0.7465410656461584,0.5176453590393066,0.5236482790593694,0.2754466380689947
50,0.46858011507520486,0.4257965535272956,0.7447513812154696,0.7015352589123081,0.7936414483367678,0.4408603012561798,0.5024675611536596,0.27583676275517116
51,0.4671284947909561,0.42544103827230245,0.7388228636106395,0.7112503405066739,0.7686193700323816,0.4749702513217926,0.5095676190130772,0.2755787550468836
52,0.46675845045669406,0.4226388530055655,0.7406372275013975,0.704974727321096,0.7801000883132175,0.4549401104450226,0.5062293489212266,0.2744500468113449
53,0.46491409341494244,0.4242229974067353,0.7521231422505309,0.6847064508335347,0.8342655284074183,0.43474236130714417,0.529728238829977,0.2818935557019821
54,0.46337439090597865,0.42311519944810555,0.750833222237035,0.6861598440545809,0.8289667353547248,0.42091259360313416,0.5162835872156023,0.2802033460429871
55,0.46307940459718894,0.4246609589628292,0.7482716551443676,0.6934673366834171,0.8124816014130115,0.4142269492149353,0.4996449658656377,0.2818201309239545
56,0.46199993175618786,0.4297871571637861,0.7558537227045514,0.6832342449464923,0.8457462466882544,0.4025111198425293,0.515971938027643,0.284462845243782
57,0.4601987425018759,0.42819935955166627,0.7547169811320754,0.6838833094213295,0.8419193405946424,0.3823893070220947,0.49565360815845505,0.2810499603234611
58,0.45985843913227903,0.42628649799981194,0.7432150313152399,0.704857444561774,0.7859876361495437,0.44990354776382446,0.5068869240617563,0.28388838660808885
59,0.4594706162518146,0.4264772036105395,0.7282096584216725,0.7284241531664212,0.7279952899617309,0.5117776989936829,0.5110335293654206,0.27947063091497965
60,0.45779379910113766,0.42758496731177575,0.738444033565638,0.7143643368189323,0.7642037091551369,0.49055877327919006,0.5221580058890223,0.28336274339888456
61,0.4569297730922699,0.42597855487902136,0.7431116059003618,0.7046714172604909,0.7859876361495437,0.43941983580589294,0.49881184533933026,0.27969595975548467
62,0.4562782475761339,0.42752334774546663,0.7532225913621262,0.686531007751938,0.8342655284074183,0.4093590974807739,0.5125767582827114,0.2835166654433507
63,0.4543561760117026,0.43029248776181805,0.752384791078866,0.6920415224913494,0.8242566970856638,0.41196906566619873,0.5075718270294218,0.2852648611763462
64,0.4550173475461848,0.4294938218311145,0.7492504769692014,0.6975386957624968,0.8092434501030321,0.4049626886844635,0.4920902664375091,0.2833751390538452
65,0.4534823275079914,0.4328470206490605,0.7604982663413381,0.6744874715261959,0.8716514571680894,0.36487075686454773,0.5069975051424928,0.28280324361535664
66,0.4520433580174166,0.4306083262576157,0.7500340182337732,0.6973684210526315,0.8113040918457463,0.4534358084201813,0.5255915235591073,0.2842049259394789
67,0.45122648804795507,0.43316829262696444,0.7320799059929496,0.7305775432424509,0.7335884604062408,0.5017132759094238,0.5049387425103228,0.28399361970423825
68,0.45073187234354956,0.4291677908910164,0.7512471349602264,0.6930348258706468,0.8201354136002355,0.4317670166492462,0.5188002691894965,0.28464973988669173
69,0.4488091270128886,0.4285406246574894,0.7371886630403665,0.7174700473669546,0.7580217839269944,0.47943931818008423,0.5133588863201108,0.2844887009881366
70,0.447945201513814,0.4299041351621373,0.7297894271830364,0.7301119622863878,0.7294671769208125,0.5142581462860107,0.517885802342663,0.2885616736832929
71,0.44776293635368347,0.43119699493325014,0.7541988802985871,0.6891595615103532,0.8327936414483368,0.3983348309993744,0.50233325180688,0.2856305925479972
72,0.446503631624521,0.43242155851739145,0.7451473257924871,0.7088204038257173,0.7853988813659111,0.46244046092033386,0.5150802271479039,0.2855388046514743
73,0.4448648287969477,0.42981789160321515,0.7406568516421292,0.7133896918461958,0.7700912569914631,0.45510223507881165,0.504205074150929,0.2892213065774728
74,0.4443432297192368,0.4270959825651477,0.7577671780327445,0.6740825688073394,0.8651751545481307,0.3865843415260315,0.5236848233172351,0.28842054909450865
75,0.44380684752090305,0.4295324818878466,0.7586117920268353,0.6752411575562701,0.865469531939947,0.37102705240249634,0.5161514178892477,0.2924945779340996
76,0.4436076002962449,0.4316490649249746,0.7626332288401254,0.664263870685889,0.8952016485133941,0.3055242896080017,0.4920273408026526,0.290032411575347
77,0.44093921722150314,0.42477168207118815,0.7450440528634362,0.6997672614429791,0.7965852222549308,0.4745965600013733,0.5372328079981109,0.2898743426346702
78,0.44240783417926116,0.43041172249793447,0.7402044293015333,0.7148341102275844,0.7674418604651163,0.44567760825157166,0.4964019074813881,0.2892766188993536
79,0.44104819204293044,0.42849712196581513,0.7284533648170012,0.730393607576206,0.7265234030026494,0.5084614157676697,0.5086677720613967,0.28743320640309084
80,0.43988627078486425,0.427824927716169,0.7298606016140867,0.7276184903452312,0.7321165734471593,0.5193682909011841,0.521368161911811,0.2905106869749279
81,0.43975916446423996,0.42992295289291627,0.727083642846531,0.7339532093581284,0.720341477774507,0.5178856253623962,0.5142463843366845,0.28890462740104295
82,0.43768006095699236,0.4258877501537961,0.7336509311390211,0.7198300283286119,0.7480129526052399,0.4989967346191406,0.5175234133596728,0.29082098470049267
83,0.4361700433142045,0.4312217695039858,0.7572307289621776,0.6816682375117813,0.8516337945245805,0.38655999302864075,0.5139891682770376,0.2941171552986059
84,0.43523676605785594,0.43134109685557215,0.7402985074626866,0.7157778999450247,0.7665587282896673,0.4863067865371704,0.5214664399440918,0.29223918724829284
85,0.4339018440714069,0.42885659423795763,0.7180972709254458,0.7447817836812144,0.6932587577274065,0.5697504281997681,0.534399885441556,0.29433751724600615
86,0.4328601798590492,0.42886309411946155,0.7270839513497478,0.7327354260089686,0.7215189873417721,0.5554423332214355,0.5385373504078731,0.2912146013392386
87,0.4331784037982716,0.42943768344363265,0.7546020394649716,0.6858449687048628,0.838681189284663,0.3905280530452728,0.5098033034944608,0.29701354753748505
